circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr11:70354301|70356254	chr11	70354301	70356254	7	6_5_2	90	0.135	exon	ENSG00000131626.16,	+	SRR3479243.13380825,SRR3479243.13863773,SRR3479243.22501040,SRR3479243.19540345,SRR3479243.20424214,SRR3479243.5856039,SRR3479243.24280128,
chr11:71982761|71990717	chr11	71982761	71990717	5	5_5_0	34	0.227	exon	ENSG00000137522.17,	+	SRR3479243.24502742,SRR3479243.20824061,SRR3479243.11230092,SRR3479243.28406766,SRR3479243.28948850,
chr11:71982807|71990717	chr11	71982807	71990717	2	2_2_0	42	0.087	exon	ENSG00000137522.17,	+	SRR3479243.8765729,SRR3479243.12100955,
chr11:72709870|72711499	chr11	72709870	72711499	2	1_2_1	21	0.160	exon	ENSG00000186635.14,	-	SRR3479243.1831758,SRR3479243.16668351,
chr11:72984088|72989097	chr11	72984088	72989097	7	4_4_3	47	0.230	exon	ENSG00000137478.14,	-	SRR3479243.881277,SRR3479243.19588036,SRR3479243.27064636,SRR3479243.3132014,SRR3479243.954768,SRR3479243.7940376,SRR3479243.21133887,
chr11:73707420|73718718	chr11	73707420	73718718	10	8_6_4	29	0.408	exon	ENSG00000175582.19,	-	SRR3479243.1825833,SRR3479243.14805484,SRR3479243.24800818,SRR3479243.8992597,SRR3479243.19303652,SRR3479243.19309725,SRR3479243.19391673,SRR3479243.27878502,SRR3479243.22901774,SRR3479243.24595415,
chr11:73707420|73718890	chr11	73707420	73718890	2	1_1_1	7	0.364	exon	ENSG00000175582.19,	-	SRR3479243.25283726,SRR3479243.16548848,
chr11:73707420|73720899	chr11	73707420	73720899	7	5_1_4	11	0.560	exon	ENSG00000175582.19,	-	SRR3479243.15718574,SRR3479243.16516009,SRR3479243.22701495,SRR3479243.23322455,SRR3479243.26187788,SRR3479243.11255416,SRR3479243.5358122,
chr11:74132844|74133557	chr11	74132844	74133557	2	2_2_0	24	0.143	exon	ENSG00000168014.16,	-	SRR3479243.25742505,SRR3479243.29557128,
chr11:74789626|74817714	chr11	74789626	74817714	7	4_2_4	49	0.222	exon	ENSG00000166439.5,	+	SRR3479243.566485,SRR3479243.16370339,SRR3479243.19783954,SRR3479243.3496962,SRR3479243.29691533,SRR3479243.6567293,SRR3479243.26791161,
chr11:76463821|76472840	chr11	76463821	76472840	8	8_8_0	109	0.128	exon	ENSG00000158636.16,	+	SRR3479243.12513863,SRR3479243.14266452,SRR3479243.18126227,SRR3479243.18361323,SRR3479243.6608848,SRR3479243.7665714,SRR3479243.8506787,SRR3479243.5917252,
chr11:77379241|77379994	chr11	77379241	77379994	4	4_3_1	237	0.033	exon	ENSG00000149269.9,	-	SRR3479243.7127927,SRR3479243.7654081,SRR3479243.19773440,SRR3479243.4843173,
chr11:77619606|77625818	chr11	77619606	77625818	9	6_3_5	138	0.115	exon	ENSG00000074201.8,	-	SRR3479243.777915,SRR3479243.2236810,SRR3479243.13817467,SRR3479243.19960652,SRR3479243.25417389,SRR3479243.5285138,SRR3479243.30818354,SRR3479243.2414958,SRR3479243.29773149,
chr11:77622500|77625818	chr11	77622500	77625818	3	3_3_0	226	0.026	exon	ENSG00000074201.8,	-	SRR3479243.15609580,SRR3479243.25590386,SRR3479243.25671552,
chr11:77624963|77625818	chr11	77624963	77625818	9	5_5_3	243	0.069	exon	ENSG00000074201.8,	-	SRR3479243.6418475,SRR3479243.8270702,SRR3479243.8301446,SRR3479243.8952080,SRR3479243.11794483,SRR3479243.3093802,SRR3479243.14135889,SRR3479243.15914135,SRR3479243.3767198,
chr11:77624963|77629899	chr11	77624963	77629899	8	6_6_0	244	0.062	exon	ENSG00000074201.8,	-	SRR3479243.2970985,SRR3479243.17208384,SRR3479243.6566358,SRR3479243.11224062,SRR3479243.3615515,SRR3479243.3813766,SRR3479243.4267261,SRR3479243.29542367,
chr11:77683710|77693611	chr11	77683710	77693611	3	3_3_0	51	0.105	exon	ENSG00000048649.13,	-	SRR3479243.8141392,SRR3479243.20715491,SRR3479243.25643586,
chr11:77725545|77747128	chr11	77725545	77747128	2	2_2_0	72	0.053	exon	ENSG00000048649.13,	-	SRR3479243.7891942,SRR3479243.9937390,
chr11:77955942|77961138	chr11	77955942	77961138	2	1_2_0	44	0.083	exon	ENSG00000149262.16,	-	SRR3479243.13640924,SRR3479243.6852289,
chr11:78119182|78127436	chr11	78119182	78127436	3	0_1_2	94	0.060	exon	ENSG00000159063.12,	-	SRR3479243.17136705,SRR3479243.29207203,SRR3479243.2322615,
chr11:78465876|78493195	chr11	78465876	78493195	4	4_4_0	60	0.118	exon	ENSG00000137513.9,	-	SRR3479243.2180685,SRR3479243.15250641,SRR3479243.4578506,SRR3479243.5337948,
chr11:78469247|78493195	chr11	78469247	78493195	2	1_2_1	55	0.068	exon	ENSG00000137513.9,	-	SRR3479243.21893365,SRR3479243.11608891,
chr11:83163679|83164401	chr11	83163679	83164401	2	2_1_0	197	0.020	exon	ENSG00000165494.11,	+	SRR3479243.14689937,SRR3479243.15258564,
chr11:85974708|85983973	chr11	85974708	85983973	2	0_2_2	171	0.023	exon	ENSG00000073921.17,	-	SRR3479243.22888848,SRR3479243.4032136,
chr11:85981745|85996929	chr11	85981745	85996929	3	1_2_3	311	0.019	exon	ENSG00000073921.17,	-	SRR3479243.1938953,SRR3479243.10131289,SRR3479243.12067330,
chr11:85996826|86031611	chr11	85996826	86031611	3	2_3_1	188	0.031	exon	ENSG00000073921.17,	-	SRR3479243.13959524,SRR3479243.7802859,SRR3479243.29582423,
chr11:86007542|86031611	chr11	86007542	86031611	2	0_2_2	170	0.023	exon	ENSG00000073921.17,	-	SRR3479243.1490825,SRR3479243.13677884,
chr11:86011030|86031611	chr11	86011030	86031611	3	1_2_2	188	0.031	exon	ENSG00000073921.17,	-	SRR3479243.20231638,SRR3479243.4812104,SRR3479243.17500206,
chr11:86022367|86031611	chr11	86022367	86031611	8	6_7_0	187	0.079	exon	ENSG00000073921.17,	-	SRR3479243.50943,SRR3479243.15871583,SRR3479243.7785255,SRR3479243.21625003,SRR3479243.25359349,SRR3479243.26146528,SRR3479243.27689393,SRR3479243.15464376,
chr11:90177853|90178117	chr11	90177853	90178117	4	4_3_0	15	0.348	exon	ENSG00000077616.10,	+	SRR3479243.19446824,SRR3479243.25748348,SRR3479243.5669104,SRR3479243.21942798,
chr11:92352096|92355404	chr11	92352096	92355404	27	14_14_0	10	0.844	exon	ENSG00000165323.15,	+	SRR3479243.1426058,SRR3479243.1875989,SRR3479243.12453007,SRR3479243.13682588,SRR3479243.14474871,SRR3479243.15331388,SRR3479243.15352552,SRR3479243.15976871,SRR3479243.17347781,SRR3479243.17354276,SRR3479243.17660134,SRR3479243.23677798,SRR3479243.6418023,SRR3479243.6717126,SRR3479243.9331737,SRR3479243.20184456,SRR3479243.25266342,SRR3479243.9987437,SRR3479243.10195130,SRR3479243.10614273,SRR3479243.10967216,SRR3479243.3426655,SRR3479243.28797735,SRR3479243.29034463,SRR3479243.29888632,SRR3479243.17153633,SRR3479243.26835024,
chr11:93696320|93700186	chr11	93696320	93700186	3	1_2_1	67	0.082	exon	ENSG00000166004.14,	+	SRR3479243.17695535,SRR3479243.22391888,SRR3479243.10988764,
chr11:93790574|93794035	chr11	93790574	93794035	2	2_1_1	177	0.022	exon	ENSG00000042429.10,	+	SRR3479243.111065,SRR3479243.1816271,
chr11:93790574|93801972	chr11	93790574	93801972	2	2_1_0	103	0.037	exon	ENSG00000042429.10,	+	SRR3479243.11900725,SRR3479243.17926993,
chr11:93807518|93809876	chr11	93807518	93809876	3	3_3_0	38	0.136	exon	ENSG00000042429.10,	+	SRR3479243.21404747,SRR3479243.26459644,SRR3479243.27417486,
chr11:94445810|94447438	chr11	94445810	94447438	3	1_2_1	54	0.100	exon	ENSG00000020922.12,	-	SRR3479243.13311968,SRR3479243.15148372,SRR3479243.26045805,
chr11:94799390|94800311	chr11	94799390	94800311	7	6_6_0	108	0.115	exon	ENSG00000166025.17,	+	SRR3479243.2726550,SRR3479243.3078066,SRR3479243.13277235,SRR3479243.22358425,SRR3479243.20455559,SRR3479243.10385743,SRR3479243.3545222,
chr11:102350844|102379913	chr11	102350844	102379913	2	2_2_0	21	0.160	intergenic_region	n/a	+	SRR3479243.18818290,SRR3479243.12152277,
chr11:103219915|103223086	chr11	103219915	103223086	3	2_3_1	59	0.092	exon	ENSG00000187240.13,	+	SRR3479243.17391273,SRR3479243.19981868,SRR3479243.6162546,
chr11:103303093|103312033	chr11	103303093	103312033	2	2_1_0	62	0.061	exon	ENSG00000187240.13,	+	SRR3479243.7859960,SRR3479243.10881654,
chr11:103303093|103316620	chr11	103303093	103316620	3	3_2_1	55	0.098	exon	ENSG00000187240.13,	+	SRR3479243.15220870,SRR3479243.18225291,SRR3479243.11375736,
chr11:103303093|103323990	chr11	103303093	103323990	3	2_3_0	63	0.087	exon	ENSG00000187240.13,	+	SRR3479243.18825924,SRR3479243.19139083,SRR3479243.16146088,
chr11:103303093|103358359	chr11	103303093	103358359	4	4_3_1	79	0.092	exon	ENSG00000187240.13,	+	SRR3479243.8583990,SRR3479243.20623594,SRR3479243.10366582,SRR3479243.11300335,
chr11:103311878|103323990	chr11	103311878	103323990	3	3_3_0	65	0.085	exon	ENSG00000187240.13,	+	SRR3479243.445858,SRR3479243.27616491,SRR3479243.4791771,
chr11:107390074|107392895	chr11	107390074	107392895	3	3_2_1	43	0.122	exon	ENSG00000152404.15,	-	SRR3479243.24200827,SRR3479243.7922999,SRR3479243.27801235,
chr11:107390074|107418287	chr11	107390074	107418287	15	7_6_5	47	0.390	exon	ENSG00000152404.15,	-	SRR3479243.12994004,SRR3479243.14517200,SRR3479243.15827799,SRR3479243.16000987,SRR3479243.7544035,SRR3479243.7603933,SRR3479243.8209894,SRR3479243.25615698,SRR3479243.27097017,SRR3479243.27332591,SRR3479243.2927626,SRR3479243.12499608,SRR3479243.7153529,SRR3479243.7153530,SRR3479243.20109907,
chr11:107803001|107815965	chr11	107803001	107815965	6	5_5_0	122	0.090	exon	ENSG00000110660.14,	-	SRR3479243.1770636,SRR3479243.22815568,SRR3479243.8407720,SRR3479243.12016152,SRR3479243.29259724,SRR3479243.29529088,
chr11:108046270|108054955	chr11	108046270	108054955	8	4_2_5	86	0.157	exon	ENSG00000166266.13,	+	SRR3479243.14772069,SRR3479243.15300493,SRR3479243.20395542,SRR3479243.20669913,SRR3479243.27467535,SRR3479243.28221563,SRR3479243.28895977,SRR3479243.7302923,
chr11:108046270|108078240	chr11	108046270	108078240	2	1_2_0	70	0.054	exon	ENSG00000166266.13,	+	SRR3479243.332787,SRR3479243.13190546,
chr11:108138898|108140215	chr11	108138898	108140215	2	2_2_0	354	0.011	exon	ENSG00000075239.13,	+	SRR3479243.1711158,SRR3479243.18905483,
chr11:108172199|108177090	chr11	108172199	108177090	2	2_2_0	91	0.042	exon	ENSG00000149308.16,	-	SRR3479243.283682,SRR3479243.1222897,
chr11:108176246|108177090	chr11	108176246	108177090	3	3_3_0	100	0.057	exon	ENSG00000149308.16,	-	SRR3479243.2295424,SRR3479243.13070911,SRR3479243.3147850,
chr11:108185232|108190500	chr11	108185232	108190500	2	0_1_2	71	0.053	exon	ENSG00000149308.16,	-	SRR3479243.8925080,SRR3479243.8474977,
chr11:108301648|108321420	chr11	108301648	108321420	3	2_2_0	46	0.115	exon	ENSG00000149311.17,	+	SRR3479243.23103350,SRR3479243.26409370,SRR3479243.10471291,
chr11:108315823|108335961	chr11	108315823	108335961	8	4_4_2	108	0.129	exon	ENSG00000149311.17,	+	SRR3479243.12636342,SRR3479243.6338347,SRR3479243.6696956,SRR3479243.20523790,SRR3479243.10396014,SRR3479243.3582795,SRR3479243.5127090,SRR3479243.30606580,
chr11:110136663|110137414	chr11	110136663	110137414	2	2_2_0	7	0.364	exon	ENSG00000149289.10,	+	SRR3479243.5479145,SRR3479243.6180167,
chr11:110263960|110264874	chr11	110263960	110264874	2	2_1_1	16	0.200	exon	ENSG00000137710.14,	-	SRR3479243.1061622,SRR3479243.30235803,
chr11:114063211|114064568	chr11	114063211	114064568	2	2_2_0	5	0.444	exon	ENSG00000109906.13,	+	SRR3479243.25113354,SRR3479243.4513784,
chr11:116757146|116758407	chr11	116757146	116758407	4	3_3_0	65	0.110	exon	ENSG00000137656.11,	-	SRR3479243.15929882,SRR3479243.7753259,SRR3479243.8297376,SRR3479243.20059639,
chr11:117152441|117163892	chr11	117152441	117163892	9	6_6_2	115	0.135	exon	ENSG00000168092.13,	+	SRR3479243.1322015,SRR3479243.13242367,SRR3479243.13773251,SRR3479243.19371151,SRR3479243.20039119,SRR3479243.4419494,SRR3479243.4582731,SRR3479243.27987159,SRR3479243.29218432,
chr11:118481715|118482495	chr11	118481715	118482495	2	2_1_1	97	0.040	exon	ENSG00000118058.20,	+	SRR3479243.1164140,SRR3479243.11127527,
chr11:118583179|118584644	chr11	118583179	118584644	2	2_2_0	435	0.009	exon	ENSG00000095139.13,	+	SRR3479243.18463769,SRR3479243.27497953,
chr11:119070234|119073951	chr11	119070234	119073951	2	2_2_0	199	0.020	exon	ENSG00000160695.14,	+	SRR3479243.19487012,SRR3479243.5225970,
chr11:119088255|119090394	chr11	119088255	119090394	2	0_2_1	67	0.056	intron	ENSG00000256269.6,	+	SRR3479243.5452728,SRR3479243.26322422,
chr11:120406118|120407823	chr11	120406118	120407823	3	0_3_3	124	0.046	exon	ENSG00000196914.8,	+	SRR3479243.1653567,SRR3479243.16509229,SRR3479243.18547086,
chr11:120406118|120431911	chr11	120406118	120431911	7	0_4_3	234	0.056	exon	ENSG00000196914.8,	+	SRR3479243.8374925,SRR3479243.25990256,SRR3479243.27058176,SRR3479243.30096310,SRR3479243.12720820,SRR3479243.14642610,SRR3479243.20013832,
chr11:121036505|121060085	chr11	121036505	121060085	4	2_4_2	40	0.167	exon	ENSG00000154114.12,	+	SRR3479243.1299699,SRR3479243.12904288,SRR3479243.15864832,SRR3479243.4196417,
chr11:121045674|121060085	chr11	121045674	121060085	4	3_4_0	38	0.174	exon	ENSG00000154114.12,	+	SRR3479243.16025104,SRR3479243.19652559,SRR3479243.20942772,SRR3479243.13047458,
chr11:122956496|122957491	chr11	122956496	122957491	2	0_1_2	22	0.154	exon	ENSG00000109944.10,	+	SRR3479243.15240627,SRR3479243.11421442,
chr11:126018330|126021520	chr11	126018330	126021520	2	2_1_0	61	0.062	exon	ENSG00000064309.14,	-	SRR3479243.9558314,SRR3479243.25110486,
chr11:129123446|129127305	chr11	129123446	129127305	3	0_3_3	6	0.500	intergenic_region	n/a	-	SRR3479243.1735302,SRR3479243.15088917,SRR3479243.3120259,
chr11:129123446|129164427	chr11	129123446	129164427	3	2_3_1	9	0.400	exon	ENSG00000134909.18,	-	SRR3479243.12002619,SRR3479243.4601030,SRR3479243.28332279,
chr11:129869494|129870261	chr11	129869494	129870261	2	2_2_0	134	0.029	exon	ENSG00000170322.14,	-	SRR3479243.24225004,SRR3479243.29343841,
chr11:130109429|130110661	chr11	130109429	130110661	3	3_3_0	387	0.015	exon	ENSG00000084234.16,	+	SRR3479243.23989597,SRR3479243.10329758,SRR3479243.29540677,
chr11:130260856|130261929	chr11	130260856	130261929	13	10_10_0	48	0.351	exon	ENSG00000196323.11,	-	SRR3479243.14514271,SRR3479243.14961139,SRR3479243.16618892,SRR3479243.22257355,SRR3479243.6767658,SRR3479243.18672275,SRR3479243.18813080,SRR3479243.25739198,SRR3479243.26581608,SRR3479243.11182124,SRR3479243.6188105,SRR3479243.28267569,SRR3479243.29096940,
chr12:350621|354234	chr12	350621	354234	2	2_2_0	58	0.065	exon	ENSG00000073614.12,	-	SRR3479243.3047107,SRR3479243.23544243,
chr12:350621|356537	chr12	350621	356537	5	5_5_0	74	0.119	exon	ENSG00000073614.12,	-	SRR3479243.23651013,SRR3479243.8903221,SRR3479243.26080936,SRR3479243.3668577,SRR3479243.4831012,
chr12:405511|418636	chr12	405511	418636	4	1_4_3	54	0.129	exon	ENSG00000120647.9,	+	SRR3479243.1335249,SRR3479243.24636793,SRR3479243.8759696,SRR3479243.31004756,
chr12:998324|1028572	chr12	998324	1028572	2	1_2_0	33	0.108	exon	ENSG00000082805.19,	+	SRR3479243.26165769,SRR3479243.7474663,
chr12:1027748|1028572	chr12	1027748	1028572	15	11_11_0	57	0.345	exon	ENSG00000082805.19,	+	SRR3479243.14804277,SRR3479243.23398437,SRR3479243.23398438,SRR3479243.24087000,SRR3479243.6266880,SRR3479243.21608423,SRR3479243.26447319,SRR3479243.26796051,SRR3479243.27484540,SRR3479243.9693502,SRR3479243.12204892,SRR3479243.4035437,SRR3479243.4219330,SRR3479243.5434583,SRR3479243.29104205,
chr12:1104750|1141787	chr12	1104750	1141787	2	1_2_1	83	0.046	exon	ENSG00000082805.19,	+	SRR3479243.21834161,SRR3479243.26463728,
chr12:1371833|1444750	chr12	1371833	1444750	2	2_2_0	60	0.062	exon	ENSG00000082805.19,	+	SRR3479243.8660384,SRR3479243.9516139,
chr12:4654292|4685325	chr12	4654292	4685325	2	2_1_1	61	0.062	exon	ENSG00000139180.10,	+	SRR3479243.1241955,SRR3479243.25138831,
chr12:6587384|6588422	chr12	6587384	6588422	2	2_2_0	267	0.015	exon	ENSG00000111642.14,	-	SRR3479243.25453244,SRR3479243.6201370,
chr12:8713811|8714041	chr12	8713811	8714041	3	2_2_0	40	0.130	exon	ENSG00000166532.15,	+	SRR3479243.1156535,SRR3479243.19584062,SRR3479243.5996998,
chr12:12179810|12187119	chr12	12179810	12187119	5	4_4_0	49	0.169	exon	ENSG00000070018.8,	-	SRR3479243.1701727,SRR3479243.15311905,SRR3479243.8237984,SRR3479243.8940237,SRR3479243.9117546,
chr12:12244262|12244655	chr12	12244262	12244655	11	7_7_1	47	0.319	exon	ENSG00000070018.8,	-	SRR3479243.1224892,SRR3479243.13356011,SRR3479243.15041155,SRR3479243.15551263,SRR3479243.6560711,SRR3479243.21631516,SRR3479243.1543738,SRR3479243.8073039,SRR3479243.25866141,SRR3479243.27315573,SRR3479243.9390606,
chr12:14423909|14425473	chr12	14423909	14425473	2	2_2_0	125	0.031	exon	ENSG00000171681.12,	+	SRR3479243.4748926,SRR3479243.29733010,
chr12:19462510|19473355	chr12	19462510	19473355	12	9_6_2	102	0.190	exon	ENSG00000139154.14,	+	SRR3479243.14185997,SRR3479243.23613177,SRR3479243.7323063,SRR3479243.20216156,SRR3479243.20600183,SRR3479243.24856981,SRR3479243.25083724,SRR3479243.9882010,SRR3479243.11279789,SRR3479243.5452273,SRR3479243.30594764,SRR3479243.10543826,
chr12:19462510|19518113	chr12	19462510	19518113	2	1_0_2	87	0.044	exon	ENSG00000139154.14,	+	SRR3479243.1391749,SRR3479243.17438396,
chr12:19473248|19500221	chr12	19473248	19500221	5	2_4_2	95	0.095	exon	ENSG00000139154.14,	+	SRR3479243.15735623,SRR3479243.17962015,SRR3479243.6550738,SRR3479243.9337402,SRR3479243.11167855,
chr12:22484697|22506819	chr12	22484697	22506819	3	2_2_1	36	0.143	exon	ENSG00000111731.12,	-	SRR3479243.1539375,SRR3479243.17656941,SRR3479243.4303503,
chr12:22659014|22673660	chr12	22659014	22673660	3	3_2_0	37	0.140	exon	ENSG00000139163.15,	+	SRR3479243.964924,SRR3479243.10956304,SRR3479243.3927498,
chr12:26415303|26443650	chr12	26415303	26443650	2	2_0_1	19	0.174	exon	ENSG00000123104.11,	-	SRR3479243.16495911,SRR3479243.23003817,
chr12:27714780|27724186	chr12	27714780	27724186	28	4_14_6	199	0.220	exon	ENSG00000061794.12,	+	SRR3479243.1687205,SRR3479243.12717200,SRR3479243.12733109,SRR3479243.15901291,SRR3479243.16760606,SRR3479243.23541768,SRR3479243.24171043,SRR3479243.6531184,SRR3479243.6556397,SRR3479243.7622554,SRR3479243.18832562,SRR3479243.20169949,SRR3479243.20609432,SRR3479243.11998888,SRR3479243.3328293,SRR3479243.3345844,SRR3479243.3652740,SRR3479243.4540572,SRR3479243.29025357,SRR3479243.13566244,SRR3479243.18498602,SRR3479243.8960619,SRR3479243.8982832,SRR3479243.10815581,SRR3479243.11178833,SRR3479243.11898105,SRR3479243.12315873,SRR3479243.28880890,
chr12:28255581|28307749	chr12	28255581	28307749	7	4_3_4	27	0.341	exon	ENSG00000123106.10,	+	SRR3479243.19938296,SRR3479243.20463419,SRR3479243.10351153,SRR3479243.10625492,SRR3479243.11898462,SRR3479243.4245419,SRR3479243.9135720,
chr12:28305649|28307749	chr12	28305649	28307749	8	7_6_1	49	0.246	exon	ENSG00000123106.10,	+	SRR3479243.990245,SRR3479243.2411283,SRR3479243.24454013,SRR3479243.8111304,SRR3479243.21235085,SRR3479243.21570953,SRR3479243.25333602,SRR3479243.3929764,
chr12:29293300|29297200	chr12	29293300	29297200	2	2_2_0	36	0.100	exon	ENSG00000064763.10,	+	SRR3479243.18391465,SRR3479243.3573312,
chr12:29339851|29341218	chr12	29339851	29341218	2	2_2_0	110	0.035	exon	ENSG00000087502.17,	-	SRR3479243.16612291,SRR3479243.25992920,
chr12:29339851|29341816	chr12	29339851	29341816	4	3_0_2	123	0.061	exon	ENSG00000087502.17,	-	SRR3479243.1454588,SRR3479243.28046259,SRR3479243.29412126,SRR3479243.25417986,
chr12:31442775|31447769	chr12	31442775	31447769	4	4_4_0	56	0.125	exon	ENSG00000170456.15,	-	SRR3479243.1305568,SRR3479243.19402967,SRR3479243.26825344,SRR3479243.28297387,
chr12:31451940|31495919	chr12	31451940	31495919	5	5_3_2	97	0.093	exon	ENSG00000170456.15,	-	SRR3479243.24601640,SRR3479243.6771809,SRR3479243.20455544,SRR3479243.25031756,SRR3479243.3679882,
chr12:31495810|31500670	chr12	31495810	31500670	2	1_1_1	52	0.071	intron	ENSG00000170456.15,	-	SRR3479243.26540465,SRR3479243.23264276,
chr12:32576266|32611283	chr12	32576266	32611283	2	2_2_0	15	0.211	exon	ENSG00000139132.14,	+	SRR3479243.11726694,SRR3479243.29553377,
chr12:32598497|32611283	chr12	32598497	32611283	2	0_1_2	4	0.500	exon	ENSG00000139132.14,	+	SRR3479243.16193900,SRR3479243.25356134,
chr12:32701415|32713371	chr12	32701415	32713371	2	1_2_1	213	0.018	exon	ENSG00000087470.17,	+	SRR3479243.21690011,SRR3479243.6133575,
chr12:32708153|32713371	chr12	32708153	32713371	2	0_1_2	105	0.037	exon	ENSG00000087470.17,	+	SRR3479243.18166363,SRR3479243.3060944,
chr12:32713209|32722633	chr12	32713209	32722633	2	2_2_0	69	0.055	exon	ENSG00000087470.17,	+	SRR3479243.13274523,SRR3479243.30861892,
chr12:38829379|38848662	chr12	38829379	38848662	3	2_1_1	93	0.061	exon	ENSG00000139117.13,	-	SRR3479243.6414174,SRR3479243.20690546,SRR3479243.26268178,
chr12:40028301|40048210	chr12	40028301	40048210	2	2_2_0	51	0.073	exon	ENSG00000151229.12,	-	SRR3479243.8918791,SRR3479243.4983741,
chr12:42128046|42129851	chr12	42128046	42129851	2	2_1_1	6	0.400	intron	ENSG00000151233.10,	-	SRR3479243.14675423,SRR3479243.4341874,
chr12:42210355|42210680	chr12	42210355	42210680	10	9_9_0	14	0.588	exon	ENSG00000015153.14,	-	SRR3479243.2515257,SRR3479243.15174639,SRR3479243.17387727,SRR3479243.18636645,SRR3479243.22290769,SRR3479243.7020610,SRR3479243.20018586,SRR3479243.26170501,SRR3479243.11461977,SRR3479243.29135777,
chr12:42351885|42398994	chr12	42351885	42398994	7	6_6_0	132	0.096	exon	ENSG00000134283.17,	+	SRR3479243.523253,SRR3479243.12621955,SRR3479243.14496498,SRR3479243.23482004,SRR3479243.24672740,SRR3479243.20183605,SRR3479243.21377983,
chr12:43452274|43454052	chr12	43452274	43454052	2	2_2_0	3	0.571	exon	ENSG00000173157.16,	-	SRR3479243.19969732,SRR3479243.30544520,
chr12:43490395|43532195	chr12	43490395	43532195	2	0_1_2	7	0.364	exon	ENSG00000173157.16,	-	SRR3479243.19084796,SRR3479243.2767262,
